month,exchange,quote_asset,base_asset,region,crypto_type,volume_usd,number_of_trades
2022-02-01,upbit,krw,xtz,AEs,Unbacked,352568877.4526286,0.0
2022-02-01,upbit,krw,zrx,AEs,Unbacked,130023232.93078908,0.0
2022-03-01,binance,aud,ada,AEs,Unbacked,36242030.779723436,54559.0
2022-03-01,binance,aud,bnb,AEs,Unbacked,33253189.685673647,90389.0
2022-03-01,binance,aud,btc,AEs,Unbacked,354475746.701609,463377.0
2022-03-01,binance,aud,busd,AEs,Stablecoins,122686959.34422545,238631.0
2022-03-01,binance,aud,doge,AEs,Unbacked,20694363.69368985,61103.0
2022-03-01,binance,aud,dot,AEs,Unbacked,12258635.854722012,14075.0
2022-03-01,binance,aud,eth,AEs,Unbacked,248073489.7965986,383680.0
2022-03-01,binance,aud,link,AEs,Unbacked,17104032.63486457,13915.0
2022-03-01,binance,aud,usdc,AEs,Stablecoins,17951176.976005416,39613.0
2022-03-01,binance,aud,usdt,AEs,Stablecoins,465807174.73295015,582562.0
2022-03-01,binance,aud,xrp,AEs,Unbacked,59239955.08639959,242301.0
2022-03-01,binance,brl,ada,EMDEs,Unbacked,21463357.290281665,115017.0
2022-03-01,binance,brl,bnb,EMDEs,Unbacked,41587798.60761092,330324.0
2022-03-01,binance,brl,btc,EMDEs,Unbacked,474173400.17794096,605986.0
2022-03-01,binance,brl,busd,EMDEs,Stablecoins,304673054.5024006,473006.0
2022-03-01,binance,brl,doge,EMDEs,Unbacked,6220724.903744282,47346.0
2022-03-01,binance,brl,dot,EMDEs,Unbacked,6660954.70691127,59356.0
2022-03-01,binance,brl,eth,EMDEs,Unbacked,170817777.907006,290006.0
2022-03-01,binance,brl,link,EMDEs,Unbacked,25877598.18250821,27699.0
2022-03-01,binance,brl,ltc,EMDEs,Unbacked,8332190.542517633,45887.0
2022-03-01,binance,brl,mana,EMDEs,Unbacked,32885824.80837743,38599.0
2022-03-01,binance,brl,usdt,EMDEs,Stablecoins,616275156.1400623,1233838.0
2022-03-01,binance,brl,xrp,EMDEs,Unbacked,14678105.972912064,53529.0
2022-03-01,binance,ern,bnb,EMDEs,Unbacked,3727837.7874822356,17334.0
2022-03-01,binance,ern,busd,EMDEs,Stablecoins,24822889.30822282,124593.0
2022-03-01,binance,ern,usdt,EMDEs,Stablecoins,116881527.4172046,593786.0
2022-03-01,binance,eur,ada,AEs,Unbacked,149518721.6934435,265267.0
2022-03-01,binance,eur,bch,AEs,Unbacked,11248722.318321194,42142.0
2022-03-01,binance,eur,bnb,AEs,Unbacked,154006387.9152241,533089.0
2022-03-01,binance,eur,btc,AEs,Unbacked,2093778473.2586102,1804852.0
2022-03-01,binance,eur,busd,AEs,Stablecoins,329867294.62727326,626196.0
2022-03-01,binance,eur,doge,AEs,Unbacked,34780774.20296255,110973.0
2022-03-01,binance,eur,dot,AEs,Unbacked,58091159.470884494,160580.0
2022-03-01,binance,eur,eos,AEs,Unbacked,10108227.672197923,29015.0
2022-03-01,binance,eur,etc,AEs,Unbacked,15832687.050974775,35261.0
2022-03-01,binance,eur,eth,AEs,Unbacked,1699173747.4852412,1567094.0
2022-03-01,binance,eur,icp,AEs,Unbacked,8294761.042354983,17339.0
2022-03-01,binance,eur,link,AEs,Unbacked,35585426.679316886,81504.0
2022-03-01,binance,eur,ltc,AEs,Unbacked,45081749.19947128,123862.0
2022-03-01,binance,eur,trx,AEs,Unbacked,15677624.790752428,55103.0
2022-03-01,binance,eur,uni,AEs,Unbacked,11599001.033464499,23511.0
2022-03-01,binance,eur,usdt,AEs,Stablecoins,1139616377.523084,1967070.0
2022-03-01,binance,eur,xlm,AEs,Unbacked,19200936.37029802,91181.0
2022-03-01,binance,eur,xrp,AEs,Unbacked,90448282.31735133,233887.0
2022-03-01,binance,eur,yfi,AEs,Unbacked,7296607.919202099,16411.0
2022-03-01,binance,gbp,ada,AEs,Unbacked,35929228.8767037,56655.0
2022-03-01,binance,gbp,bnb,AEs,Unbacked,20583482.385531045,42435.0
2022-03-01,binance,gbp,btc,AEs,Unbacked,452038142.1098077,272958.0
2022-03-01,binance,gbp,busd,AEs,Stablecoins,93394197.10987385,100681.0
2022-03-01,binance,gbp,doge,AEs,Unbacked,10148235.016824137,34456.0
2022-03-01,binance,gbp,dot,AEs,Unbacked,15821433.314828439,26560.0
2022-03-01,binance,gbp,eth,AEs,Unbacked,336966253.5980945,206531.0
2022-03-01,binance,gbp,link,AEs,Unbacked,15540951.297374282,60398.0
2022-03-01,binance,gbp,ltc,AEs,Unbacked,2704565.7974655093,9319.0
2022-03-01,binance,gbp,usdt,AEs,Stablecoins,369166342.1947658,519701.0
2022-03-01,binance,gbp,xrp,AEs,Unbacked,37171195.63614565,52775.0
2022-03-01,binance,ngn,btc,EMDEs,Unbacked,2464292.1587838475,13541.0
2022-03-01,binance,ngn,usdt,EMDEs,Stablecoins,2376765.6876544147,25438.0
2022-03-01,binance,rub,ada,EMDEs,Unbacked,6427775.7169580115,28778.0
2022-03-01,binance,rub,algo,EMDEs,Unbacked,17625584.12408341,62357.0
2022-03-01,binance,rub,bnb,EMDEs,Unbacked,14853059.671732083,97996.0
2022-03-01,binance,rub,btc,EMDEs,Unbacked,165709879.87533844,437830.0
2022-03-01,binance,rub,busd,EMDEs,Stablecoins,70753380.47332235,275534.0
2022-03-01,binance,rub,doge,EMDEs,Unbacked,8992380.778371448,83908.0
2022-03-01,binance,rub,dot,EMDEs,Unbacked,7537028.032345881,26794.0
2022-03-01,binance,rub,eth,EMDEs,Unbacked,65050401.294658214,202520.0
2022-03-01,binance,rub,ltc,EMDEs,Unbacked,12426379.66842642,75087.0
2022-03-01,binance,rub,neo,EMDEs,Unbacked,6558891.218031474,5384.0
2022-03-01,binance,rub,usdt,EMDEs,Stablecoins,333552848.6851265,968756.0
2022-03-01,binance,rub,xrp,EMDEs,Unbacked,15619404.258476967,67785.0
2022-03-01,binance,try,ada,EMDEs,Unbacked,107064459.97228256,268881.0
2022-03-01,binance,try,bnb,EMDEs,Unbacked,66848924.179081894,384741.0
2022-03-01,binance,try,btc,EMDEs,Unbacked,598785883.819404,703234.0
2022-03-01,binance,try,busd,EMDEs,Stablecoins,652378006.3260422,1401210.0
2022-03-01,binance,try,doge,EMDEs,Unbacked,133095038.91690578,371101.0
2022-03-01,binance,try,dot,EMDEs,Unbacked,19440465.110665683,77947.0
2022-03-01,binance,try,eos,EMDEs,Unbacked,25459632.868050795,76418.0
2022-03-01,binance,try,eth,EMDEs,Unbacked,303293167.17799056,413341.0
2022-03-01,binance,try,icp,EMDEs,Unbacked,16330850.308179952,49837.0
2022-03-01,binance,try,link,EMDEs,Unbacked,23622339.17693187,62251.0
2022-03-01,binance,try,mana,EMDEs,Unbacked,147914814.71428183,401903.0
2022-03-01,binance,try,neo,EMDEs,Unbacked,17545803.74176048,56790.0
2022-03-01,binance,try,trx,EMDEs,Unbacked,47933655.3041426,277863.0
2022-03-01,binance,try,uma,EMDEs,Unbacked,42579320.05833366,150063.0
2022-03-01,binance,try,usdt,EMDEs,Stablecoins,2423420213.001565,5460355.0
2022-03-01,binance,try,xlm,EMDEs,Unbacked,17439281.36827173,72195.0
2022-03-01,binance,try,xrp,EMDEs,Unbacked,78122917.06916176,196524.0
2022-03-01,binance,try,xtz,EMDEs,Unbacked,15504077.846187346,45894.0
2022-03-01,binance,uah,bnb,EMDEs,Unbacked,6124517.882657415,49982.0
2022-03-01,binance,uah,btc,EMDEs,Unbacked,30419755.90714504,64246.0
2022-03-01,binance,uah,busd,EMDEs,Stablecoins,24805857.357425217,87929.0
2022-03-01,binance,uah,eth,EMDEs,Unbacked,12608888.401100965,46487.0
2022-03-01,binance,uah,ltc,EMDEs,Unbacked,2026404.6185705562,20569.0
2022-03-01,binance,uah,usdt,EMDEs,Stablecoins,211158821.0079851,570499.0
2022-03-01,bitbank,jpy,bat,AEs,Unbacked,106276371.82786857,0.0
2022-03-01,bitbank,jpy,btc,AEs,Unbacked,595267218.9583585,0.0
2022-03-01,bitbank,jpy,eth,AEs,Unbacked,321637417.8858984,0.0
2022-03-01,bitbank,jpy,link,AEs,Unbacked,44030423.4474809,0.0
2022-03-01,bitbank,jpy,ltc,AEs,Unbacked,26522266.197614197,0.0
2022-03-01,bitbank,jpy,mkr,AEs,Unbacked,10163385.812690511,0.0
2022-03-01,bitbank,jpy,omg,AEs,Unbacked,88845346.06455755,0.0
2022-03-01,bitbank,jpy,xlm,AEs,Unbacked,60161129.72765757,0.0
2022-03-01,bitbank,jpy,xrp,AEs,Unbacked,535253853.9374812,0.0
2022-03-01,bitfinex,eur,btc,AEs,Unbacked,755232784.0252752,0.0
2022-03-01,bitfinex,eur,eth,AEs,Unbacked,305817124.1849997,0.0
2022-03-01,bitfinex,eur,trx,AEs,Unbacked,5085015.610195075,0.0
2022-03-01,bitfinex,gbp,btc,AEs,Unbacked,369852606.3749683,0.0
2022-03-01,bitfinex,gbp,eth,AEs,Unbacked,224296800.9359862,0.0
2022-03-01,bitfinex,usd,ada,USD,Unbacked,61934343.25594524,0.0
2022-03-01,bitfinex,usd,btc,USD,Unbacked,6005888655.692307,0.0
2022-03-01,bitfinex,usd,crv,USD,Unbacked,1861871.1182420545,0.0
2022-03-01,bitfinex,usd,dot,USD,Unbacked,98830951.9020723,0.0
2022-03-01,bitfinex,usd,eos,USD,Unbacked,57078246.75303887,0.0
2022-03-01,bitfinex,usd,etc,USD,Unbacked,59088515.95593855,0.0
2022-03-01,bitfinex,usd,eth,USD,Unbacked,2618284426.9118996,0.0
2022-03-01,bitfinex,usd,ltc,USD,Unbacked,89302251.1940735,0.0
2022-03-01,bitfinex,usd,neo,USD,Unbacked,11743107.668164002,0.0
2022-03-01,bitfinex,usd,trx,USD,Unbacked,17669417.14441769,0.0
2022-03-01,bitfinex,usd,uni,USD,Unbacked,15479369.596375205,0.0
2022-03-01,bitfinex,usd,xlm,USD,Unbacked,22624926.03017322,0.0
2022-03-01,bitfinex,usd,xmr,USD,Unbacked,25566481.734204702,0.0
2022-03-01,bitfinex,usd,xrp,USD,Unbacked,135198136.0391701,0.0
2022-03-01,bitfinex,usd,xtz,USD,Unbacked,25092674.704435002,0.0
2022-03-01,bitfinex,usd,zec,USD,Unbacked,49421907.83065118,0.0
2022-03-01,bitkub,thb,ada,EMDEs,Unbacked,117407820.5810591,0.0
2022-03-01,bitkub,thb,bch,EMDEs,Unbacked,7255051.51752075,0.0
2022-03-01,bitkub,thb,cvc,EMDEs,Unbacked,14059555.186650377,0.0
2022-03-01,bitkub,thb,knc,EMDEs,Unbacked,75256187.00913994,0.0
2022-03-01,bitkub,thb,link,EMDEs,Unbacked,8693025.732363243,0.0
2022-03-01,bitkub,thb,mana,EMDEs,Unbacked,40008806.214801714,0.0
2022-03-01,bitkub,thb,snt,EMDEs,Unbacked,24856090.374285735,0.0
2022-03-01,bitkub,thb,xlm,EMDEs,Unbacked,19209203.140957,0.0
2022-03-01,bitkub,thb,zrx,EMDEs,Unbacked,6051374.862518036,0.0
2022-03-01,bitstamp,eur,aave,AEs,Unbacked,5022775.892271275,0.0
2022-03-01,bitstamp,eur,ada,AEs,Unbacked,8136670.318197132,0.0
2022-03-01,bitstamp,eur,algo,AEs,Unbacked,5629439.373391794,0.0
2022-03-01,bitstamp,eur,bat,AEs,Unbacked,1471029.803212166,0.0
2022-03-01,bitstamp,eur,bch,AEs,Unbacked,21401126.393748417,0.0
2022-03-01,bitstamp,eur,btc,AEs,Unbacked,1056361666.1578829,0.0
2022-03-01,bitstamp,eur,comp,AEs,Unbacked,1090077.714605551,0.0
2022-03-01,bitstamp,eur,crv,AEs,Unbacked,3367268.0792659903,0.0
2022-03-01,bitstamp,eur,eth,AEs,Unbacked,374626439.0170753,0.0
2022-03-01,bitstamp,eur,knc,AEs,Unbacked,3745637.2473088843,0.0
2022-03-01,bitstamp,eur,link,AEs,Unbacked,35049720.792660534,0.0
2022-03-01,bitstamp,eur,ltc,AEs,Unbacked,44813282.791913465,0.0
2022-03-01,bitstamp,eur,mkr,AEs,Unbacked,858579.1222935619,0.0
2022-03-01,bitstamp,eur,perp,AEs,Unbacked,76784.8919745839,0.0
2022-03-01,bitstamp,eur,snx,AEs,Unbacked,2572701.2301711845,0.0
2022-03-01,bitstamp,eur,sushi,AEs,Unbacked,1128526.320954311,0.0
2022-03-01,bitstamp,eur,uma,AEs,Unbacked,5867401.40878718,0.0
2022-03-01,bitstamp,eur,uni,AEs,Unbacked,6533968.47118978,0.0
2022-03-01,bitstamp,eur,usdc,AEs,Stablecoins,24655561.456036787,0.0
2022-03-01,bitstamp,eur,usdt,AEs,Stablecoins,110500320.69484165,0.0
2022-03-01,bitstamp,eur,xlm,AEs,Unbacked,35493421.25309334,0.0
2022-03-01,bitstamp,eur,xrp,AEs,Unbacked,638370779.2575364,0.0
2022-03-01,bitstamp,eur,yfi,AEs,Unbacked,1443904.4020427326,0.0
2022-03-01,bitstamp,eur,zrx,AEs,Unbacked,2208859.2692059064,0.0
2022-03-01,bitstamp,gbp,btc,AEs,Unbacked,95859796.21678951,0.0
2022-03-01,bitstamp,gbp,eth,AEs,Unbacked,26880517.094055053,0.0
2022-03-01,bitstamp,gbp,link,AEs,Unbacked,2210572.127978311,0.0
2022-03-01,bitstamp,gbp,xlm,AEs,Unbacked,634359.0849925653,0.0
2022-03-01,bitstamp,gbp,xrp,AEs,Unbacked,43701707.150978,0.0
2022-03-01,bitstamp,usd,aave,USD,Unbacked,7118195.80598402,0.0
2022-03-01,bitstamp,usd,ada,USD,Unbacked,9610316.953841653,0.0
2022-03-01,bitstamp,usd,algo,USD,Unbacked,6523245.668287729,0.0
2022-03-01,bitstamp,usd,bat,USD,Unbacked,1287989.934409779,0.0
2022-03-01,bitstamp,usd,bch,USD,Unbacked,53793800.1077279,0.0
2022-03-01,bitstamp,usd,btc,USD,Unbacked,2439653605.04385,0.0
2022-03-01,bitstamp,usd,comp,USD,Unbacked,2076457.1229732027,0.0
2022-03-01,bitstamp,usd,crv,USD,Unbacked,3698201.0476254704,0.0
2022-03-01,bitstamp,usd,dai,USD,Stablecoins,564531.922330335,0.0
2022-03-01,bitstamp,usd,eth,USD,Unbacked,986754569.2407037,0.0
2022-03-01,bitstamp,usd,knc,USD,Unbacked,3545359.7587854713,0.0
2022-03-01,bitstamp,usd,link,USD,Unbacked,49203659.60243387,0.0
2022-03-01,bitstamp,usd,ltc,USD,Unbacked,57990218.70117147,0.0
2022-03-01,bitstamp,usd,mkr,USD,Unbacked,3467506.951542588,0.0
2022-03-01,bitstamp,usd,perp,USD,Unbacked,119840.73080642943,0.0
2022-03-01,bitstamp,usd,snx,USD,Unbacked,1682307.1098652552,0.0
2022-03-01,bitstamp,usd,sushi,USD,Unbacked,2907092.7704227874,0.0
2022-03-01,bitstamp,usd,uma,USD,Unbacked,1328192.1858986467,0.0
2022-03-01,bitstamp,usd,uni,USD,Unbacked,6146358.011904956,0.0
2022-03-01,bitstamp,usd,usdc,USD,Stablecoins,43004377.20944475,0.0
2022-03-01,bitstamp,usd,usdt,USD,Stablecoins,52811046.90460816,0.0
2022-03-01,bitstamp,usd,xlm,USD,Unbacked,51803110.75220151,0.0
2022-03-01,bitstamp,usd,xrp,USD,Unbacked,719251926.6783547,0.0
2022-03-01,bitstamp,usd,yfi,USD,Unbacked,2898474.4076876137,0.0
2022-03-01,bitstamp,usd,zrx,USD,Unbacked,1113209.5782940094,0.0
2022-03-01,coinbase,eur,1inch,AEs,Unbacked,5573753.279833522,0.0
2022-03-01,coinbase,eur,aave,AEs,Unbacked,27981594.10028894,0.0
2022-03-01,coinbase,eur,ada,AEs,Unbacked,176561877.23878625,0.0
2022-03-01,coinbase,eur,algo,AEs,Unbacked,45271164.087647595,0.0
2022-03-01,coinbase,eur,bat,AEs,Unbacked,3680876.803960539,0.0
2022-03-01,coinbase,eur,bch,AEs,Unbacked,19701157.11901949,0.0
2022-03-01,coinbase,eur,btc,AEs,Unbacked,1729119410.400268,0.0
2022-03-01,coinbase,eur,cro,AEs,Unbacked,8504707.948770503,0.0
2022-03-01,coinbase,eur,crv,AEs,Unbacked,5458449.730480232,0.0
2022-03-01,coinbase,eur,doge,AEs,Unbacked,74883912.28696904,0.0
2022-03-01,coinbase,eur,dot,AEs,Unbacked,46137594.718494035,0.0
2022-03-01,coinbase,eur,eos,AEs,Unbacked,20605758.251084212,0.0
2022-03-01,coinbase,eur,etc,AEs,Unbacked,21603186.277302604,0.0
2022-03-01,coinbase,eur,eth,AEs,Unbacked,1080033243.6207297,0.0
2022-03-01,coinbase,eur,icp,AEs,Unbacked,40202061.43489949,0.0
2022-03-01,coinbase,eur,link,AEs,Unbacked,63639184.82939973,0.0
2022-03-01,coinbase,eur,ltc,AEs,Unbacked,71865248.64355065,0.0
2022-03-01,coinbase,eur,mana,AEs,Unbacked,49234786.80525804,0.0
2022-03-01,coinbase,eur,snx,AEs,Unbacked,14242564.491024753,0.0
2022-03-01,coinbase,eur,uni,AEs,Unbacked,3812329.7898098542,0.0
2022-03-01,coinbase,eur,xlm,AEs,Unbacked,18553968.860684216,0.0
2022-03-01,coinbase,eur,xtz,AEs,Unbacked,17689040.96077641,0.0
2022-03-01,coinbase,gbp,1inch,AEs,Unbacked,2882233.980479324,0.0
2022-03-01,coinbase,gbp,aave,AEs,Unbacked,10251732.99893553,0.0
2022-03-01,coinbase,gbp,ada,AEs,Unbacked,75700916.96885288,0.0
2022-03-01,coinbase,gbp,algo,AEs,Unbacked,25190698.85439717,0.0
2022-03-01,coinbase,gbp,bch,AEs,Unbacked,8084783.605549857,0.0
2022-03-01,coinbase,gbp,btc,AEs,Unbacked,816052993.207198,0.0
2022-03-01,coinbase,gbp,crv,AEs,Unbacked,2014061.5889921794,0.0
2022-03-01,coinbase,gbp,doge,AEs,Unbacked,20391753.0227902,0.0
2022-03-01,coinbase,gbp,dot,AEs,Unbacked,28689027.865809653,0.0
2022-03-01,coinbase,gbp,etc,AEs,Unbacked,11783471.01905344,0.0
2022-03-01,coinbase,gbp,eth,AEs,Unbacked,540495514.1580856,0.0
2022-03-01,coinbase,gbp,icp,AEs,Unbacked,17967950.105542984,0.0
2022-03-01,coinbase,gbp,link,AEs,Unbacked,27008431.146055803,0.0
2022-03-01,coinbase,gbp,ltc,AEs,Unbacked,31218998.074352346,0.0
2022-03-01,coinbase,gbp,snx,AEs,Unbacked,11229765.932776567,0.0
2022-03-01,coinbase,gbp,uni,AEs,Unbacked,1256266.1606573756,0.0
2022-03-01,coinbase,gbp,xtz,AEs,Unbacked,13682000.575199107,0.0
2022-03-01,coinbase,usd,1inch,USD,Unbacked,36234493.36643538,0.0
2022-03-01,coinbase,usd,aave,USD,Unbacked,484960357.705493,0.0
2022-03-01,coinbase,usd,ada,USD,Unbacked,2487651659.962225,0.0
2022-03-01,coinbase,usd,algo,USD,Unbacked,600046406.8975297,0.0
2022-03-01,coinbase,usd,bal,USD,Unbacked,34421829.76153481,0.0
2022-03-01,coinbase,usd,bat,USD,Unbacked,79295042.11795719,0.0
2022-03-01,coinbase,usd,bch,USD,Unbacked,294637985.0579348,0.0
2022-03-01,coinbase,usd,btc,USD,Unbacked,20369621749.748653,0.0
2022-03-01,coinbase,usd,comp,USD,Unbacked,124652218.00356354,0.0
2022-03-01,coinbase,usd,cro,USD,Unbacked,286714377.5456474,0.0
2022-03-01,coinbase,usd,crv,USD,Unbacked,305357823.21863264,0.0
2022-03-01,coinbase,usd,cvc,USD,Unbacked,15878351.787260775,0.0
2022-03-01,coinbase,usd,dash,USD,Unbacked,96496543.46762802,0.0
2022-03-01,coinbase,usd,doge,USD,Unbacked,944146998.9379153,0.0
2022-03-01,coinbase,usd,dot,USD,Unbacked,680696462.4096777,0.0
2022-03-01,coinbase,usd,eos,USD,Unbacked,149229126.33208618,0.0
2022-03-01,coinbase,usd,etc,USD,Unbacked,549347962.3441905,0.0
2022-03-01,coinbase,usd,eth,USD,Unbacked,15158115000.293438,0.0
2022-03-01,coinbase,usd,icp,USD,Unbacked,615202498.0555853,0.0
2022-03-01,coinbase,usd,knc,USD,Unbacked,167175345.85380965,0.0
2022-03-01,coinbase,usd,link,USD,Unbacked,897741123.526789,0.0
2022-03-01,coinbase,usd,lpt,USD,Unbacked,27092745.230489127,0.0
2022-03-01,coinbase,usd,ltc,USD,Unbacked,814140104.0121092,0.0
2022-03-01,coinbase,usd,mana,USD,Unbacked,712014695.7840744,0.0
2022-03-01,coinbase,usd,mkr,USD,Unbacked,143421806.44518396,0.0
2022-03-01,coinbase,usd,perp,USD,Unbacked,15865021.590197183,0.0
2022-03-01,coinbase,usd,powr,USD,Unbacked,17632936.02197868,0.0
2022-03-01,coinbase,usd,qnt,USD,Unbacked,148764571.5947106,0.0
2022-03-01,coinbase,usd,snx,USD,Unbacked,181617587.81878403,0.0
2022-03-01,coinbase,usd,sushi,USD,Unbacked,286020757.4107128,0.0
2022-03-01,coinbase,usd,uma,USD,Unbacked,302802925.34115744,0.0
2022-03-01,coinbase,usd,uni,USD,Unbacked,263687728.59551254,0.0
2022-03-01,coinbase,usd,xlm,USD,Unbacked,590008106.8967245,0.0
2022-03-01,coinbase,usd,xtz,USD,Unbacked,337811578.34832466,0.0
2022-03-01,coinbase,usd,yfi,USD,Unbacked,208889679.4651914,0.0
2022-03-01,coinbase,usd,zec,USD,Unbacked,524058917.3813557,0.0
2022-03-01,coinbase,usd,zrx,USD,Unbacked,103566864.80949676,0.0
2022-03-01,upbit,krw,1inch,AEs,Unbacked,441168507.4849542,0.0
2022-03-01,upbit,krw,aave,AEs,Unbacked,963537116.5013106,0.0
2022-03-01,upbit,krw,ada,AEs,Unbacked,1203468218.70224,0.0
2022-03-01,upbit,krw,algo,AEs,Unbacked,613551640.7238398,0.0
2022-03-01,upbit,krw,bat,AEs,Unbacked,541981861.4730699,0.0
2022-03-01,upbit,krw,bch,AEs,Unbacked,287348518.92360467,0.0
2022-03-01,upbit,krw,bsv,AEs,Unbacked,361015826.20208937,0.0
2022-03-01,upbit,krw,cro,AEs,Unbacked,123565245.99644743,0.0
2022-03-01,upbit,krw,cvc,AEs,Unbacked,351309588.25043136,0.0
2022-03-01,upbit,krw,doge,AEs,Unbacked,1235300849.3783555,0.0
2022-03-01,upbit,krw,dot,AEs,Unbacked,507802451.98297894,0.0
2022-03-01,upbit,krw,elf,AEs,Unbacked,332575743.52359945,0.0
2022-03-01,upbit,krw,etc,AEs,Unbacked,5415501904.047093,0.0
2022-03-01,upbit,krw,flow,AEs,Unbacked,1612917079.9135296,0.0
2022-03-01,upbit,krw,gas,AEs,Unbacked,319805989.2220959,0.0
2022-03-01,upbit,krw,knc,AEs,Unbacked,2330464488.434791,0.0
2022-03-01,upbit,krw,link,AEs,Unbacked,408165109.46988285,0.0
2022-03-01,upbit,krw,mana,AEs,Unbacked,1479351173.6760612,0.0
2022-03-01,upbit,krw,neo,AEs,Unbacked,689986787.9600129,0.0
2022-03-01,upbit,krw,powr,AEs,Unbacked,898072968.4650573,0.0
2022-03-01,upbit,krw,snt,AEs,Unbacked,1127036737.3515916,0.0
2022-03-01,upbit,krw,trx,AEs,Unbacked,946097053.3072238,0.0
2022-03-01,upbit,krw,xlm,AEs,Unbacked,265762322.45737445,0.0
2022-03-01,upbit,krw,xrp,AEs,Unbacked,7268251029.826575,0.0
2022-03-01,upbit,krw,xtz,AEs,Unbacked,286084156.1868543,0.0
2022-03-01,upbit,krw,zrx,AEs,Unbacked,549562742.9139934,0.0
2022-04-01,binance,aud,ada,AEs,Unbacked,13950654.047918236,33689.0
2022-04-01,binance,aud,bnb,AEs,Unbacked,26172826.497396998,73435.0
2022-04-01,binance,aud,btc,AEs,Unbacked,281807341.2107523,339576.0
2022-04-01,binance,aud,busd,AEs,Stablecoins,142673385.35640404,223616.0
2022-04-01,binance,aud,doge,AEs,Unbacked,25673883.802523877,136432.0
2022-04-01,binance,aud,dot,AEs,Unbacked,3087963.625911885,10334.0
2022-04-01,binance,aud,eth,AEs,Unbacked,193526856.2820165,315755.0
2022-04-01,binance,aud,link,AEs,Unbacked,3428603.4689114043,7561.0
2022-04-01,binance,aud,usdc,AEs,Stablecoins,17492947.93717519,33840.0
2022-04-01,binance,aud,usdt,AEs,Stablecoins,433367374.32403713,495702.0
2022-04-01,binance,aud,xrp,AEs,Unbacked,33107582.64669615,124228.0
2022-04-01,binance,brl,ada,EMDEs,Unbacked,15176886.240229078,78826.0
2022-04-01,binance,brl,bnb,EMDEs,Unbacked,50946985.99600155,265953.0
2022-04-01,binance,brl,btc,EMDEs,Unbacked,458273481.8528213,588146.0
2022-04-01,binance,brl,busd,EMDEs,Stablecoins,316100987.20948905,532478.0
2022-04-01,binance,brl,doge,EMDEs,Unbacked,18963400.52013022,105356.0
2022-04-01,binance,brl,dot,EMDEs,Unbacked,7807059.0304779345,89026.0
2022-04-01,binance,brl,eth,EMDEs,Unbacked,195721435.52311352,333072.0
2022-04-01,binance,brl,link,EMDEs,Unbacked,13520849.385410389,27621.0
2022-04-01,binance,brl,ltc,EMDEs,Unbacked,5263894.963861426,33332.0
2022-04-01,binance,brl,mana,EMDEs,Unbacked,6502612.067926412,28561.0
2022-04-01,binance,brl,usdt,EMDEs,Stablecoins,699303983.8632921,1380422.0
2022-04-01,binance,brl,xrp,EMDEs,Unbacked,11985640.965063998,50652.0
2022-04-01,binance,ern,bnb,EMDEs,Unbacked,5016607.174559935,44233.0
2022-04-01,binance,ern,busd,EMDEs,Stablecoins,15038645.95483004,75898.0
2022-04-01,binance,ern,usdt,EMDEs,Stablecoins,57186878.75947468,315411.0
2022-04-01,binance,eur,ada,AEs,Unbacked,95667602.34944303,257372.0
2022-04-01,binance,eur,bch,AEs,Unbacked,8580839.451941492,34397.0
2022-04-01,binance,eur,bnb,AEs,Unbacked,187001792.0521057,629886.0
2022-04-01,binance,eur,btc,AEs,Unbacked,1914444709.5100439,2098954.0
2022-04-01,binance,eur,busd,AEs,Stablecoins,357894064.445348,629458.0
2022-04-01,binance,eur,doge,AEs,Unbacked,91986586.16640787,246158.0
2022-04-01,binance,eur,dot,AEs,Unbacked,58299430.21526735,157353.0
2022-04-01,binance,eur,eos,AEs,Unbacked,16231716.219170412,64788.0
2022-04-01,binance,eur,etc,AEs,Unbacked,7855639.913137864,21154.0
2022-04-01,binance,eur,eth,AEs,Unbacked,1637019577.966828,1721189.0
2022-04-01,binance,eur,icp,AEs,Unbacked,5309442.495987812,13519.0
2022-04-01,binance,eur,link,AEs,Unbacked,31931239.301545423,85100.0
2022-04-01,binance,eur,ltc,AEs,Unbacked,41212270.54236206,115137.0
2022-04-01,binance,eur,trx,AEs,Unbacked,17679281.324917644,64641.0
2022-04-01,binance,eur,uni,AEs,Unbacked,6359736.2060348075,19761.0
2022-04-01,binance,eur,usdt,AEs,Stablecoins,1129385070.0733051,2247529.0
2022-04-01,binance,eur,xlm,AEs,Unbacked,16141311.573956355,92533.0
2022-04-01,binance,eur,xrp,AEs,Unbacked,62340459.25665365,209959.0
2022-04-01,binance,eur,yfi,AEs,Unbacked,2619260.770451769,10825.0
2022-04-01,binance,gbp,ada,AEs,Unbacked,21097414.50211673,47661.0
2022-04-01,binance,gbp,bnb,AEs,Unbacked,25883503.352444414,59796.0
2022-04-01,binance,gbp,btc,AEs,Unbacked,413768109.3264706,345257.0
2022-04-01,binance,gbp,busd,AEs,Stablecoins,101394401.5604048,130422.0
2022-04-01,binance,gbp,doge,AEs,Unbacked,27891025.69831601,89038.0
2022-04-01,binance,gbp,dot,AEs,Unbacked,11208725.287494197,40019.0
2022-04-01,binance,gbp,eth,AEs,Unbacked,361581625.1652906,299436.0
2022-04-01,binance,gbp,link,AEs,Unbacked,7794644.627475675,22004.0
