month,region,crypto_type,volume_usd,total,pct
2021-01-01,EMDEs,Stablecoins,925935241.3982321,3255522379.949042,28.44198667166667
2021-01-01,EMDEs,Unbacked,2329587138.55081,3255522379.949042,71.55801332833333
2021-02-01,AEs,Stablecoins,6122464263.416033,106100478349.50595,5.770439830862969
2021-02-01,AEs,Unbacked,99978014086.08992,106100478349.50595,94.22956016913703
2021-02-01,EMDEs,Stablecoins,1659964079.687982,5172835336.999805,32.090023585609536
2021-02-01,EMDEs,Unbacked,3512871257.3118234,5172835336.999805,67.90997641439046
2021-03-01,AEs,Stablecoins,6831804369.247861,72452440688.87149,9.429364013539999
2021-03-01,AEs,Unbacked,65620636319.62363,72452440688.87149,90.57063598645999
2021-03-01,EMDEs,Stablecoins,2989278035.3485785,6221290235.410257,48.0491654019651
2021-03-01,EMDEs,Unbacked,3232012200.061679,6221290235.410257,51.9508345980349
2021-04-01,AEs,Stablecoins,10275118154.092665,242140821941.79623,4.243447293064245
2021-04-01,AEs,Unbacked,231865703787.70358,242140821941.79623,95.75655270693576
2021-04-01,EMDEs,Stablecoins,5396347449.092356,16636940889.076546,32.43593569918542
2021-04-01,EMDEs,Unbacked,11240593439.98419,16636940889.076546,67.56406430081458
2021-05-01,AEs,Stablecoins,15556475651.532877,364225557510.7859,4.271110395945293
2021-05-01,AEs,Unbacked,348669081859.253,364225557510.7859,95.7288896040547
2021-05-01,EMDEs,Stablecoins,6155511714.323678,23773052521.866165,25.89281165581035
2021-05-01,EMDEs,Unbacked,17617540807.54249,23773052521.866165,74.10718834418965
2021-06-01,AEs,Stablecoins,7086356429.410149,100013250822.08926,7.085417553335875
2021-06-01,AEs,Unbacked,92926894392.67912,100013250822.08926,92.91458244666413
2021-06-01,EMDEs,Stablecoins,3001495078.099101,10175883082.306425,29.49616317150918
2021-06-01,EMDEs,Unbacked,7174388004.207324,10175883082.306425,70.50383682849082
2021-07-01,AEs,Stablecoins,3802169267.5651903,64515112911.39672,5.893455185898821
2021-07-01,AEs,Unbacked,60712943643.83153,64515112911.39672,94.10654481410118
2021-07-01,EMDEs,Stablecoins,2615034581.7311177,6835242520.782545,38.25810969808472
2021-07-01,EMDEs,Unbacked,4220207939.0514274,6835242520.782545,61.74189030191527
2021-08-01,AEs,Stablecoins,3914846278.5854955,112988850954.99435,3.464807585435889
2021-08-01,AEs,Unbacked,109074004676.40886,112988850954.99435,96.53519241456411
2021-08-01,EMDEs,Stablecoins,4937970641.089648,13222194178.379906,37.34607565485541
2021-08-01,EMDEs,Unbacked,8284223537.290257,13222194178.379906,62.65392434514459
2021-09-01,AEs,Stablecoins,2720442245.5601535,101232262481.85402,2.687327319240539
2021-09-01,AEs,Unbacked,98511820236.29387,101232262481.85402,97.31267268075946
2021-09-01,EMDEs,Stablecoins,5816373825.60761,12071642295.825857,48.182125373436556
2021-09-01,EMDEs,Unbacked,6255268470.218247,12071642295.825857,51.817874626563444
2021-10-01,AEs,Stablecoins,3228970326.6510897,92659289503.25143,3.484777774534721
2021-10-01,AEs,Unbacked,89430319176.60034,92659289503.25143,96.51522222546528
2021-10-01,EMDEs,Stablecoins,7601096311.014425,15253539048.237885,49.831690121070736
2021-10-01,EMDEs,Unbacked,7652442737.223459,15253539048.237885,50.168309878929264
2021-11-01,AEs,Stablecoins,3597971509.351347,96935713638.30357,3.711708898927041
2021-11-01,AEs,Unbacked,93337742128.95222,96935713638.30357,96.28829110107296
2021-11-01,EMDEs,Stablecoins,8894247145.996908,15968938741.931797,55.69717117545253
2021-11-01,EMDEs,Unbacked,7074691595.93489,15968938741.931797,44.30282882454748
2021-12-01,AEs,Stablecoins,2688127169.8330374,56768334779.00832,4.73525809819429
2021-12-01,AEs,Unbacked,54080207609.175285,56768334779.00832,95.2647419018057
2021-12-01,EMDEs,Stablecoins,8157895158.847855,12713851079.498983,64.16541382966501
2021-12-01,EMDEs,Unbacked,4555955920.651129,12713851079.498983,35.834586170334994
2022-01-01,AEs,Stablecoins,2396773782.4932284,55220275146.01171,4.340387251160474
2022-01-01,AEs,Unbacked,52823501363.518486,55220275146.01171,95.65961274883954
2022-01-01,EMDEs,Stablecoins,3713868042.8866634,6356103476.060851,58.42994936873347
2022-01-01,EMDEs,Unbacked,2642235433.1741877,6356103476.060851,41.57005063126653
2022-02-01,AEs,Stablecoins,1786955275.8961887,50777361820.43302,3.519196767676714
2022-02-01,AEs,Unbacked,48990406544.536835,50777361820.43302,96.48080323232328
2022-02-01,EMDEs,Stablecoins,3258620050.6713395,5703516797.419368,57.13352246364464
2022-02-01,EMDEs,Unbacked,2444896746.7480283,5703516797.419368,42.86647753635537
2022-03-01,AEs,Stablecoins,2673645404.659056,50462553966.53862,5.29827603737998
2022-03-01,AEs,Unbacked,47788908561.87956,50462553966.53862,94.70172396262002
2022-03-01,EMDEs,Stablecoins,4781098519.907011,7935746480.651913,60.24762171477849
2022-03-01,EMDEs,Unbacked,3154647960.744901,7935746480.651913,39.75237828522151
2022-04-01,AEs,Stablecoins,2786962475.41268,42283416761.917496,6.591147756826393
2022-04-01,AEs,Unbacked,39496454286.504814,42283416761.917496,93.4088522431736
2022-04-01,EMDEs,Stablecoins,4459774057.209626,7586491074.509105,58.78572865121578
2022-04-01,EMDEs,Unbacked,3126717017.2994785,7586491074.509105,41.21427134878422
2022-05-01,AEs,Stablecoins,3513235289.6978703,43842274091.392944,8.01335095523155
2022-05-01,AEs,Unbacked,40329038801.695076,43842274091.392944,91.98664904476846
2022-05-01,EMDEs,Stablecoins,5215096669.328873,8116445785.020975,64.25345289625926
2022-05-01,EMDEs,Unbacked,2901349115.692102,8116445785.020975,35.74654710374073
2022-06-01,AEs,Stablecoins,2969995459.3515844,33914048141.907845,8.757419482699675
2022-06-01,AEs,Unbacked,30944052682.55626,33914048141.907845,91.24258051730033
2022-06-01,EMDEs,Stablecoins,4357875185.7980385,7271544299.772061,59.9305320320285
2022-06-01,EMDEs,Unbacked,2913669113.974023,7271544299.772061,40.06946796797149
2022-07-01,AEs,Stablecoins,2625131244.9729314,33391267554.08302,7.861729839159507
2022-07-01,AEs,Unbacked,30766136309.11009,33391267554.08302,92.13827016084049
2022-07-01,EMDEs,Stablecoins,3288697648.102314,5609910818.802626,58.6229933830615
2022-07-01,EMDEs,Unbacked,2321213170.700312,5609910818.802626,41.377006616938516
2022-08-01,AEs,Stablecoins,2325173344.3367624,33203060248.24687,7.002888670358427
2022-08-01,AEs,Unbacked,30877886903.910107,33203060248.24687,92.99711132964158
2022-08-01,EMDEs,Stablecoins,3191386581.0521364,5424365224.217237,58.83428657797778
2022-08-01,EMDEs,Unbacked,2232978643.165101,5424365224.217237,41.16571342202222
2022-09-01,AEs,Stablecoins,2385253409.191469,38528397856.11886,6.190896953719702
2022-09-01,AEs,Unbacked,36143144446.92739,38528397856.11886,93.80910304628031
2022-09-01,EMDEs,Stablecoins,3514704965.7128463,5702430140.356028,61.63521304433566
2022-09-01,EMDEs,Unbacked,2187725174.6431813,5702430140.356028,38.36478695566435
2022-10-01,AEs,Stablecoins,2048718059.4785316,24844496394.431698,8.246164570829066
2022-10-01,AEs,Unbacked,22795778334.953167,24844496394.431698,91.75383542917093
2022-10-01,EMDEs,Stablecoins,3330765278.2829576,5423939150.883257,61.40860333472882
2022-10-01,EMDEs,Unbacked,2093173872.600299,5423939150.883257,38.591396665271176
2022-11-01,AEs,Stablecoins,2792720216.745392,31808821883.7371,8.77970340100281
2022-11-01,AEs,Unbacked,29016101666.991707,31808821883.7371,91.22029659899718
2022-11-01,EMDEs,Stablecoins,3752158495.0293326,6121362976.596463,61.29612815601353
2022-11-01,EMDEs,Unbacked,2369204481.5671306,6121362976.596463,38.70387184398647
2022-12-01,AEs,Stablecoins,1701161970.1647687,12641262936.737467,13.457215301019716
2022-12-01,AEs,Unbacked,10940100966.572699,12641262936.737467,86.54278469898028
2022-12-01,EMDEs,Stablecoins,2150522010.9137516,3270436581.099452,65.75641990253153
2022-12-01,EMDEs,Unbacked,1119914570.1857007,3270436581.099452,34.24358009746848
2023-01-01,AEs,Stablecoins,1744182348.6291816,23591946456.23137,7.393126090147126
2023-01-01,AEs,Unbacked,21847764107.60219,23591946456.23137,92.60687390985288
2023-01-01,EMDEs,Stablecoins,3007428819.1325784,4752328090.168744,63.28327426202157
2023-01-01,EMDEs,Unbacked,1744899271.036166,4752328090.168744,36.71672573797843
2023-02-01,AEs,Stablecoins,1860366682.006171,23159542781.437798,8.032829920533842
2023-02-01,AEs,Unbacked,21299176099.431625,23159542781.437798,91.96717007946616
2023-02-01,EMDEs,Stablecoins,3285790730.390889,4953233416.694122,66.3362788298373
2023-02-01,EMDEs,Unbacked,1667442686.303233,4953233416.694122,33.66372117016271
2023-03-01,AEs,Stablecoins,2384653051.2876606,27151678949.095947,8.782709370416523
2023-03-01,AEs,Unbacked,24767025897.808285,27151678949.095947,91.21729062958347
2023-03-01,EMDEs,Stablecoins,3521435854.0175786,5673961123.527336,62.063094500520734
2023-03-01,EMDEs,Unbacked,2152525269.5097575,5673961123.527336,37.936905499479266
2023-04-01,AEs,Stablecoins,1983735287.208092,19219359033.40511,10.32154758002162
2023-04-01,AEs,Unbacked,17235623746.197018,19219359033.40511,89.67845241997838
2023-04-01,EMDEs,Stablecoins,4637202849.491038,6292871242.126554,73.68977802132792
2023-04-01,EMDEs,Unbacked,1655668392.6355152,6292871242.126554,26.310221978672082
2023-05-01,AEs,Stablecoins,1834759178.2677078,12663698312.204895,14.488336132418928
2023-05-01,AEs,Unbacked,10828939133.937187,12663698312.204895,85.51166386758106
2023-05-01,EMDEs,Stablecoins,3584908267.099183,4769361002.927502,75.16537886099867
2023-05-01,EMDEs,Unbacked,1184452735.8283184,4769361002.927502,24.83462113900131
2023-06-01,AEs,Stablecoins,1171638996.7164094,18425191425.887897,6.358897281632714
2023-06-01,AEs,Unbacked,17253552429.17149,18425191425.887897,93.64110271836729
2023-06-01,EMDEs,Stablecoins,3235662337.364997,4354946156.262361,74.29856125114551
2023-06-01,EMDEs,Unbacked,1119283818.897364,4354946156.262361,25.7014387488545
2023-07-01,AEs,Stablecoins,1197446152.1562724,27842728613.587803,4.300750004695642
2023-07-01,AEs,Unbacked,26645282461.43153,27842728613.587803,95.69924999530436
2023-07-01,EMDEs,Stablecoins,2509049998.6553273,3770538507.6178894,66.54354526776781
2023-07-01,EMDEs,Unbacked,1261488508.9625618,3770538507.6178894,33.456454732232174
2023-08-01,AEs,Stablecoins,1234884348.689902,12104237390.04008,10.202083030080205
2023-08-01,AEs,Unbacked,10869353041.350178,12104237390.04008,89.7979169699198
2023-08-01,EMDEs,Stablecoins,2757628385.59792,3619316525.2072034,76.19196515121173
2023-08-01,EMDEs,Unbacked,861688139.6092833,3619316525.2072034,23.80803484878826
2023-09-01,AEs,Stablecoins,892501117.7324909,9015208753.697098,9.899949542116595
2023-09-01,AEs,Unbacked,8122707635.964606,9015208753.697098,90.1000504578834
2023-09-01,EMDEs,Stablecoins,2484848191.6412206,3159727301.3501763,78.64122294919012
2023-09-01,EMDEs,Unbacked,674879109.7089558,3159727301.3501763,21.35877705080988
2023-10-01,AEs,Stablecoins,855390507.129491,18156162953.89566,4.711295604151619
2023-10-01,AEs,Unbacked,17300772446.76617,18156162953.89566,95.28870439584838
2023-10-01,EMDEs,Stablecoins,2743357020.27567,3802125604.722401,72.1532454600738
2023-10-01,EMDEs,Unbacked,1058768584.4467311,3802125604.722401,27.846754539926184
2023-11-01,AEs,Stablecoins,963446128.5806142,32479342709.57908,2.966335055470401
2023-11-01,AEs,Unbacked,31515896580.998463,32479342709.57908,97.03366494452959
2023-11-01,EMDEs,Stablecoins,3697434288.812256,5136851871.596549,71.9786044300141
2023-11-01,EMDEs,Unbacked,1439417582.784293,5136851871.596549,28.021395569985895
2023-12-01,AEs,Stablecoins,5275834956.538604,34609515088.85263,15.243885801329519
2023-12-01,AEs,Unbacked,29333680132.31403,34609515088.85263,84.75611419867049
2023-12-01,EMDEs,Stablecoins,4285533938.910368,5848935120.689509,73.27032785422934
2023-12-01,EMDEs,Unbacked,1563401181.7791412,5848935120.689509,26.729672145770657
2024-01-01,AEs,Stablecoins,7973567269.335698,39365112776.00002,20.2554157909005
2024-01-01,AEs,Unbacked,31391545506.664326,39365112776.00002,79.7445842090995
2024-01-01,EMDEs,Stablecoins,4304590303.271438,6075268565.527852,70.8543212014765
2024-01-01,EMDEs,Unbacked,1770678262.2564144,6075268565.527852,29.145678798523505
2024-02-01,AEs,Stablecoins,7095252528.696088,30608167772.868156,23.18091230206042
2024-02-01,AEs,Unbacked,23512915244.17207,30608167772.868156,76.81908769793958
2024-02-01,EMDEs,Stablecoins,4347389420.542475,6438016317.148105,67.52684687926156
2024-02-01,EMDEs,Unbacked,2090626896.6056302,6438016317.148105,32.473153120738445
2024-03-01,AEs,Stablecoins,9539184671.581553,70867573323.26213,13.46057755931419
2024-03-01,AEs,Unbacked,61328388651.68057,70867573323.26213,86.5394224406858
2024-03-01,EMDEs,Stablecoins,7730606823.731802,12026278205.995213,64.28095784345004
2024-03-01,EMDEs,Unbacked,4295671382.263411,12026278205.995213,35.71904215654996
2024-04-01,AEs,Stablecoins,8125162906.983402,40172718691.436035,20.225573901015352
2024-04-01,AEs,Unbacked,32047555784.452637,40172718691.436035,79.77442609898466
2024-04-01,EMDEs,Stablecoins,5220927544.537883,7870616525.752544,66.33441646477227
2024-04-01,EMDEs,Unbacked,2649688981.2146616,7870616525.752544,33.66558353522773
2024-05-01,AEs,Stablecoins,5048569074.023829,23908877806.825737,21.115876348585942
2024-05-01,AEs,Unbacked,18860308732.801907,23908877806.825737,78.88412365141406
2024-05-01,EMDEs,Stablecoins,4445296130.165993,6358236441.545602,69.91397962365491
2024-05-01,EMDEs,Unbacked,1912940311.3796093,6358236441.545602,30.0860203763451
2024-06-01,AEs,Stablecoins,5085037602.420933,15988515432.098125,31.804313690140013
2024-06-01,AEs,Unbacked,10903477829.677193,15988515432.098125,68.19568630985998
2024-06-01,EMDEs,Stablecoins,4254301958.0583515,5651111992.431688,75.28256321509768
2024-06-01,EMDEs,Unbacked,1396810034.3733373,5651111992.431688,24.717436784902333
2024-07-01,AEs,Stablecoins,5934127732.556457,23652554025.809498,25.088739787175534
2024-07-01,AEs,Unbacked,17718426293.25304,23652554025.809498,74.91126021282446
2024-07-01,EMDEs,Stablecoins,4310649742.928893,5946700553.367336,72.48809157689932
2024-07-01,EMDEs,Unbacked,1636050810.4384437,5946700553.367336,27.511908423100696
2024-08-01,AEs,Stablecoins,7529498013.727317,24591081837.46371,30.618815648266324
2024-08-01,AEs,Unbacked,17061583823.736395,24591081837.46371,69.38118435173368
2024-08-01,EMDEs,Stablecoins,5092956792.776824,6992001370.608487,72.83975678531085
2024-08-01,EMDEs,Unbacked,1899044577.8316631,6992001370.608487,27.16024321468914
2024-09-01,AEs,Stablecoins,6208319634.621057,17771703838.67724,34.93373337175276
2024-09-01,AEs,Unbacked,11563384204.056183,17771703838.67724,65.06626662824725
2024-09-01,EMDEs,Stablecoins,4440415744.950442,5847008098.278168,75.94338284323669
2024-09-01,EMDEs,Unbacked,1406592353.3277256,5847008098.278168,24.05661715676331
2024-10-01,AEs,Stablecoins,6531026102.206413,21735506662.717045,30.047728831686698
2024-10-01,AEs,Unbacked,15204480560.510632,21735506662.717045,69.9522711683133
2024-10-01,EMDEs,Stablecoins,5869430188.73125,7521015131.951594,78.04039861316191
2024-10-01,EMDEs,Unbacked,1651584943.2203448,7521015131.951594,21.959601386838088
2024-11-01,AEs,Stablecoins,13103593484.906157,139791903792.9992,9.373642628338242
2024-11-01,AEs,Unbacked,126688310308.09306,139791903792.9992,90.62635737166177
2024-11-01,EMDEs,Stablecoins,8406373862.918488,15715429458.73322,53.49121310997316
2024-11-01,EMDEs,Unbacked,7309055595.814731,15715429458.73322,46.50878689002684
2024-12-01,AEs,Stablecoins,18683385032.294773,143935953341.5134,12.980346187699993
2024-12-01,AEs,Unbacked,125252568309.21863,143935953341.5134,87.0196538123
2024-12-01,EMDEs,Stablecoins,9457972983.930187,17478768488.5658,54.11120920857423
2024-12-01,EMDEs,Unbacked,8020795504.635613,17478768488.5658,45.88879079142578
2025-01-01,AEs,Stablecoins,16856963620.850847,89400093498.19838,18.85564428541739
2025-01-01,AEs,Unbacked,72543129877.34753,89400093498.19838,81.14435571458262
2025-01-01,EMDEs,Stablecoins,6532087360.027522,11328824920.446918,57.65900175787899
2025-01-01,EMDEs,Unbacked,4796737560.419395,11328824920.446918,42.340998242120996
2025-02-01,AEs,Stablecoins,12884170087.82903,60915457681.86444,21.150904184480687
2025-02-01,AEs,Unbacked,48031287594.035416,60915457681.86444,78.84909581551932
2025-02-01,EMDEs,Stablecoins,5802210330.982094,9175161143.86082,63.23823898029739
2025-02-01,EMDEs,Unbacked,3372950812.8787265,9175161143.86082,36.7617610197026
2025-03-01,AEs,Stablecoins,10762337546.976164,59945335035.73316,17.953586447653983
2025-03-01,AEs,Unbacked,49182997488.756996,59945335035.73316,82.04641355234601
2025-03-01,EMDEs,Stablecoins,5077887073.295778,8422166199.707891,60.29193621792807
2025-03-01,EMDEs,Unbacked,3344279126.412113,8422166199.707891,39.70806378207193
2025-04-01,AEs,Stablecoins,11351980206.851334,50694447006.102425,22.392946125805103
2025-04-01,AEs,Unbacked,39342466799.25109,50694447006.102425,77.6070538741949
2025-04-01,EMDEs,Stablecoins,4080574564.7825594,7070938482.052684,57.70909441709602
2025-04-01,EMDEs,Unbacked,2990363917.2701244,7070938482.052684,42.29090558290398
2025-05-01,AEs,Stablecoins,9876144417.769018,49490129599.73122,19.95578612876103
2025-05-01,AEs,Unbacked,39613985181.9622,49490129599.73122,80.04421387123897
2025-05-01,EMDEs,Stablecoins,4356745020.0874815,7767970585.030753,56.08601335956569
2025-05-01,EMDEs,Unbacked,3411225564.9432716,7767970585.030753,43.9139866404343
2025-06-01,AEs,Stablecoins,8283289878.626532,29361977407.913376,28.210940167790245
2025-06-01,AEs,Unbacked,21078687529.286846,29361977407.913376,71.78905983220976
2025-06-01,EMDEs,Stablecoins,2929409342.707735,4956247535.591456,59.10538813227683
2025-06-01,EMDEs,Unbacked,2026838192.883721,4956247535.591456,40.89461186772317
2025-07-01,AEs,Stablecoins,10620381368.159428,63712254081.36789,16.669291522155184
2025-07-01,AEs,Unbacked,53091872713.20846,63712254081.36789,83.33070847784481
2025-07-01,EMDEs,Stablecoins,4157244073.1535378,7536808883.0961895,55.15920779784592
2025-07-01,EMDEs,Unbacked,3379564809.942652,7536808883.0961895,44.84079220215408
2025-08-01,AEs,Stablecoins,10335210933.486134,55666436317.80931,18.566324013415603
2025-08-01,AEs,Unbacked,45331225384.32318,55666436317.80931,81.4336759865844
2025-08-01,EMDEs,Stablecoins,4312564897.136376,8030077073.365824,53.70514949900419
2025-08-01,EMDEs,Unbacked,3717512176.229447,8030077073.365824,46.2948505009958
2025-09-01,AEs,Stablecoins,11664497827.964987,38826893921.4206,30.042315132320546
2025-09-01,AEs,Unbacked,27162396093.455616,38826893921.4206,69.95768486767946
2025-09-01,EMDEs,Stablecoins,4299913015.662283,6824138690.480141,63.01034036223177
2025-09-01,EMDEs,Unbacked,2524225674.8178577,6824138690.480141,36.98965963776823
2025-10-01,AEs,Stablecoins,16784992123.86969,50428169946.710236,33.284951925892145
2025-10-01,AEs,Unbacked,33643177822.84055,50428169946.710236,66.71504807410787
2025-10-01,EMDEs,Stablecoins,5057251105.141733,8805318408.860949,57.43405144841249
2025-10-01,EMDEs,Unbacked,3748067303.719215,8805318408.860949,42.56594855158751
2025-11-01,AEs,Stablecoins,11698485703.873453,41903556818.47917,27.917643732606734
2025-11-01,AEs,Unbacked,30205071114.605717,41903556818.47917,72.08235626739325
2025-11-01,EMDEs,Stablecoins,4424265781.884955,7594243436.4353075,58.25815064945665
2025-11-01,EMDEs,Unbacked,3169977654.550352,7594243436.4353075,41.74184935054335
2025-12-01,AEs,Stablecoins,8662261465.776363,36354280144.90627,23.827349713016016
2025-12-01,AEs,Unbacked,27692018679.12991,36354280144.90627,76.17265028698398
2025-12-01,EMDEs,Stablecoins,4212446297.9073343,7089081799.6228695,59.421606591299756
2025-12-01,EMDEs,Unbacked,2876635501.715535,7089081799.6228695,40.57839340870025
2026-01-01,AEs,Stablecoins,4103881092.6710443,9965525788.788734,41.18077841199238
2026-01-01,AEs,Unbacked,5861644696.117689,9965525788.788734,58.81922158800761
2026-01-01,EMDEs,Stablecoins,2570935268.2160463,4565473254.894627,56.31256881112503
2026-01-01,EMDEs,Unbacked,1994537986.6785808,4565473254.894627,43.68743118887498
